Custid,Dayswus,Age,Educ,Income,Kidhome,Teenhome,Freq,Recency,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit,Access
3067,1098,26,16,23020,1,0,1,150,15,-3,74,22,21,31,15,11,9,58,8,0
3068,583,60,15,93674,0,1,13,75,444,122,5,56,4,25,8,7,5,42,3,1
3069,976,66,15,109046,0,0,31,15,1531,446,3,28,10,44,10,8,1,10,1,0
3070,986,59,15,85902,0,0,29,77,1414,847,2,71,9,11,4,6,8,23,5,1
3071,553,74,16,106832,0,0,26,47,1209,670,2,40,7,33,13,7,20,13,1,1
3072,752,34,16,52714,1,0,2,15,41,5,29,22,8,47,12,11,7,61,7,0
3073,560,52,19,67826,0,1,3,13,64,30,13,84,0,14,1,1,4,55,5,0
3074,1112,55,16,84306,0,0,22,2,948,290,2,57,8,29,4,2,17,23,3,0
3075,889,33,17,27190,1,0,3,58,40,-6,79,53,11,30,5,2,13,65,8,0
3076,559,23,17,39057,1,0,3,70,25,-3,79,21,31,42,2,5,21,60,5,0
3077,782,68,17,96737,0,0,23,59,1028,539,2,29,2,34,21,14,28,13,1,0
3078,713,51,15,51974,0,1,4,78,63,3,44,56,9,17,10,9,22,54,5,0
3079,776,77,18,114523,0,0,41,97,2169,851,1,79,1,18,1,1,1,13,2,2
3080,617,76,20,123900,0,0,41,19,2168,691,2,73,1,23,1,3,2,8,1,3
3081,1145,48,16,67519,1,1,15,59,549,-79,69,64,3,17,7,8,14,27,4,0
3082,1217,64,15,83742,0,1,18,83,711,206,15,74,4,19,1,3,14,30,5,0
3083,927,77,14,109597,0,0,38,99,1982,875,2,44,11,40,1,3,4,15,4,0
3084,943,43,17,44997,1,1,8,68,221,-67,91,77,0,21,1,0,4,45,8,0
3085,1015,29,17,37902,1,0,3,67,48,-4,70,38,8,41,5,8,14,65,8,0
3086,934,21,15,39884,1,0,3,59,49,-7,79,4,28,15,11,43,20,62,8,0
3087,947,77,19,100435,0,0,29,9,1398,730,2,46,2,48,3,1,2,8,1,0
3088,952,59,17,83613,0,1,16,53,596,93,27,74,6,14,1,5,2,26,4,0
3089,859,40,20,46033,1,0,5,70,119,0,50,45,10,28,0,17,9,43,5,0
3090,867,64,14,91656,0,1,24,86,1077,300,5,26,7,24,17,26,12,43,6,0
3091,651,73,18,84274,0,0,21,65,893,274,1,84,1,14,1,1,3,20,2,1
3092,672,59,17,67976,0,0,3,68,66,28,12,84,2,13,1,1,5,34,3,0
3093,724,45,17,53498,0,1,5,78,117,27,31,76,1,19,3,0,31,38,4,0
3094,880,20,14,20420,0,0,4,27,46,2,38,16,9,30,26,19,37,47,5,0
3095,649,40,19,72158,1,1,9,46,260,-18,57,82,0,16,2,0,8,74,9,1
3096,703,47,18,76128,0,1,14,38,491,128,20,89,1,7,2,1,7,42,5,0
3097,634,43,17,63141,0,1,5,8,118,-6,56,54,4,31,3,8,8,46,5,0
3098,879,30,18,53017,1,0,6,9,152,21,33,53,1,40,2,4,11,79,9,0
3099,1153,30,19,43487,1,0,9,28,258,-41,74,73,2,23,2,0,12,55,9,0
3100,754,56,19,95241,0,1,26,92,1214,602,5,66,3,27,3,1,5,29,4,0
3101,891,32,19,34006,1,0,1,327,18,0,52,61,0,32,3,4,35,62,8,1
3102,1162,47,14,78124,0,0,20,60,841,277,8,69,6,15,8,3,42,31,4,0
3103,565,27,17,43629,0,1,2,57,27,4,31,37,12,26,16,9,15,40,3,0
3104,652,59,19,76012,0,0,14,88,497,146,3,56,8,32,4,0,1,29,3,0
3105,995,62,18,76497,0,1,16,20,601,174,11,60,9,24,4,2,17,23,3,0
3106,843,54,16,80289,0,0,29,53,1407,437,4,87,1,11,0,0,8,52,8,3
3107,594,74,19,103793,0,0,28,40,1334,695,1,57,3,36,0,3,2,10,1,1
3108,572,42,14,60388,0,1,2,84,42,3,42,70,3,25,2,0,3,58,6,0
3109,1095,40,17,59409,1,1,3,64,50,-14,76,66,0,32,1,1,14,69,8,1
3110,1001,29,14,46625,1,1,1,432,20,-5,86,43,2,46,4,5,20,68,9,0
3111,920,35,19,54700,1,1,4,82,90,-14,68,60,1,36,2,1,7,40,6,0
3112,581,29,17,41677,1,0,4,41,57,-1,54,29,10,47,5,10,13,54,5,0
3113,1187,22,16,26249,1,0,4,48,64,-6,73,27,12,42,17,1,41,68,8,1
3114,704,54,18,86488,0,1,15,9,541,121,24,94,1,4,1,1,2,49,5,1
3115,849,66,18,109426,0,0,40,82,2105,797,2,49,2,41,5,2,4,14,3,1
3116,652,35,18,29753,0,1,3,2,32,-1,56,31,11,39,10,9,9,40,4,0
3117,960,23,16,51453,1,0,1,465,20,-2,68,16,9,41,15,19,15,66,8,0
3118,563,75,15,113113,0,0,22,0,948,303,3,20,11,40,9,20,23,17,1,0
3119,782,47,19,65070,0,1,7,86,185,36,32,82,1,14,2,2,24,56,6,0
3120,997,32,17,50007,1,0,3,46,54,1,45,31,8,35,20,6,12,62,8,0
3121,656,27,15,52049,0,1,2,5,42,7,36,23,23,21,4,29,40,45,4,0
3122,769,48,16,63036,0,0,11,91,347,83,10,89,1,6,2,2,10,44,4,1
3123,810,29,20,35856,1,1,3,2,35,-12,90,79,1,10,5,5,7,45,4,0
3124,647,67,18,91690,0,0,18,39,710,328,1,10,14,51,9,16,2,15,1,0
3125,768,19,13,37141,1,0,4,18,54,2,40,10,28,25,20,17,29,61,6,0
3126,957,37,19,55838,1,1,3,15,64,-15,81,59,3,35,2,1,15,50,7,0
3127,951,75,19,95683,0,0,24,66,1080,607,3,45,7,29,13,6,5,11,1,0
3128,797,72,17,102009,0,0,37,33,1914,1015,1,49,2,38,6,5,1,8,1,1
3129,864,63,16,77276,0,1,16,24,593,47,42,49,10,30,10,1,5,23,3,0
3130,584,75,17,102570,0,0,28,51,1350,595,2,39,6,48,5,2,2,12,1,0
3131,785,74,18,108930,0,0,22,4,947,302,1,19,3,55,9,13,5,14,1,0
3132,660,26,20,40299,0,0,3,68,64,24,18,78,1,17,1,2,2,27,3,0
3133,955,21,15,36050,1,0,4,94,91,-5,60,10,8,63,12,8,16,62,9,0
3134,1080,27,17,40613,1,0,3,92,66,3,42,55,3,36,1,6,7,71,8,0
3135,616,70,20,105443,0,0,35,15,1796,690,1,31,7,53,5,4,1,12,2,1
3136,664,66,19,100004,0,0,30,86,1468,721,2,46,3,40,6,5,3,11,1,1
3137,1234,52,15,86870,0,1,23,60,1027,209,27,72,3,21,2,2,52,56,8,0
3138,677,47,17,72841,1,0,8,70,224,60,19,43,16,26,7,9,2,40,4,0
3139,1222,39,17,56268,0,1,23,32,1010,85,38,47,3,27,11,13,19,34,7,0
3140,1135,32,14,38831,1,0,5,29,120,-11,60,27,12,30,17,14,49,16,2,0
3141,750,26,16,39867,1,0,4,24,76,-5,59,37,5,48,3,7,27,64,7,0
3142,1019,24,16,45638,1,1,1,495,19,-5,78,38,10,35,7,10,63,33,5,0
3143,617,75,18,107723,0,0,29,28,1401,435,1,54,1,40,2,3,2,13,1,0
3144,958,46,19,89297,0,0,25,98,1138,446,3,41,2,38,10,10,9,31,3,0
3145,1029,54,14,79694,1,1,8,70,225,-31,72,66,11,15,2,6,19,50,6,0
3146,1021,36,18,54215,1,0,4,0,71,10,38,57,3,33,1,6,33,42,4,0
3147,909,29,19,45969,1,0,6,87,152,-2,52,46,7,37,6,4,11,53,8,0
3148,1141,65,20,111218,0,0,48,68,2588,1496,0,53,2,37,4,4,2,9,2,1
3149,659,42,20,66117,1,1,5,56,120,-4,53,85,1,14,0,0,1,63,7,0
3150,654,65,15,76444,0,0,6,18,152,64,6,30,14,18,31,8,10,12,1,0
3151,1164,38,19,46391,0,1,8,45,221,13,42,47,8,34,4,7,38,54,8,0
3152,821,43,15,62678,0,1,11,89,349,59,32,49,13,21,13,3,26,29,4,0
3153,696,71,19,127186,0,0,43,96,2291,1162,0,36,9,44,5,7,3,9,1,1
3154,687,19,13,38625,1,0,5,70,69,-10,75,4,32,20,30,14,50,69,8,0
3155,936,27,14,21900,1,1,1,324,14,-4,93,23,18,41,1,17,68,70,9,1
3156,1017,31,17,47601,0,0,2,36,42,6,26,52,3,23,12,9,13,38,6,0
3157,680,67,15,102072,0,0,31,86,1540,472,0,21,24,17,32,6,8,10,1,0
3158,1178,49,17,69912,0,1,26,82,1205,129,35,89,1,9,1,0,13,50,9,1
3159,1194,41,15,65707,0,1,27,73,1271,275,19,50,2,36,4,8,22,61,9,1
3160,1048,50,20,60944,0,1,4,2,93,-5,55,94,0,5,0,0,3,53,7,0
3161,1245,29,15,39572,1,0,4,77,92,-7,63,29,20,32,9,10,5,74,9,0
3162,1221,54,20,82003,1,1,23,77,1014,-75,56,98,0,2,0,0,1,56,8,2
3163,1199,62,15,93994,0,1,28,89,1344,610,9,65,5,26,4,1,2,38,6,1
3164,850,31,16,44028,1,0,3,20,66,2,45,20,20,40,1,18,7,64,8,0
3165,625,31,20,45621,1,0,1,492,19,-1,61,41,1,48,3,7,9,62,7,0
3166,1011,45,15,66451,1,0,15,7,548,38,39,55,3,34,5,4,12,47,6,0
3167,791,39,17,38662,1,0,1,526,19,-2,69,67,2,27,2,2,24,54,8,0
3168,922,50,18,77576,0,1,22,59,954,414,14,80,1,16,3,0,7,38,7,1
3169,1020,33,20,40626,1,0,5,13,118,-8,60,48,7,28,14,2,12,37,6,0
3170,1241,71,14,87722,0,0,27,49,1284,576,4,9,28,36,17,10,24,11,2,0
3171,760,39,16,55348,1,0,3,21,48,14,26,49,3,29,3,16,18,54,4,0
3172,632,71,17,103959,0,0,34,8,1724,565,1,70,3,19,6,2,1,39,5,1
3173,1241,44,19,71457,1,1,13,60,437,-28,59,80,1,18,1,0,10,53,8,0
3174,788,62,17,78074,0,1,15,65,539,76,35,49,8,39,2,2,4,25,3,0
3175,679,48,17,78956,0,0,15,98,534,295,3,73,4,19,1,3,5,61,6,0
3176,1032,68,17,92501,0,0,30,25,1478,859,2,50,7,34,7,1,8,16,2,0
3177,729,43,16,62076,1,1,5,96,118,-26,69,41,5,41,4,9,6,46,6,0
3178,977,52,18,79179,1,1,6,85,151,17,40,90,0,7,0,3,24,57,5,0
3179,590,40,15,52171,1,1,3,27,48,4,43,56,4,37,1,3,2,40,4,0
3180,827,21,15,36028,1,0,3,6,24,-1,58,7,39,23,4,27,22,67,6,0
3181,733,71,19,111607,0,0,35,76,1788,564,1,50,6,39,3,1,1,12,1,1
3182,1231,25,17,41451,1,0,5,57,76,-7,64,42,4,41,2,11,6,69,8,0
3183,816,61,18,83890,1,1,27,53,1274,439,21,65,6,19,9,1,4,27,5,0
3184,862,53,14,67758,0,1,7,86,188,13,40,90,1,7,1,1,5,45,5,1
3185,897,76,18,95535,0,0,16,48,592,170,5,47,6,31,10,6,4,21,1,0
3186,634,24,18,44244,1,0,4,31,36,-1,57,20,8,63,1,8,6,70,5,0
3187,1020,22,16,14682,1,0,4,82,61,-9,77,40,6,43,9,3,38,69,9,1
3188,1227,56,14,82939,0,0,21,83,888,249,10,47,7,35,3,8,36,38,5,0
3189,1118,20,14,34496,1,0,2,33,40,0,51,5,46,19,6,23,32,54,7,0
3190,684,66,15,102642,0,0,23,19,1010,452,1,46,15,29,5,6,3,35,4,1
3191,729,52,16,80795,0,1,20,2,830,287,19,63,0,31,3,2,8,58,7,0
3192,931,51,19,83047,0,1,19,3,762,187,9,71,1,22,4,1,1,51,6,0
3193,639,50,19,79980,0,0,12,59,383,116,3,92,0,7,0,1,7,44,4,0
3194,1154,29,17,41049,0,1,1,359,13,0,51,42,5,26,7,20,14,40,5,0
3195,648,43,19,62546,1,1,3,36,65,-7,69,74,1,23,1,1,10,56,6,0
3196,805,25,18,35464,1,0,4,14,61,-10,77,29,13,37,2,19,45,57,7,0
3197,925,76,18,121890,0,0,31,50,1540,533,1,34,8,43,8,7,8,21,2,0
3198,692,62,16,80664,0,0,25,20,1148,300,7,38,4,47,7,5,3,28,5,0
3199,687,74,17,125053,0,0,43,16,2285,1024,0,57,3,32,3,5,2,13,2,2
3200,1226,46,19,74210,0,1,13,8,439,17,44,81,1,16,0,2,4,59,7,0
3201,741,69,14,85330,0,0,32,42,1605,942,2,11,18,51,0,20,7,22,4,0
3202,648,50,15,68594,0,1,5,43,120,23,29,81,1,16,1,1,4,47,4,1
3203,710,67,15,93008,0,0,35,56,1791,530,1,31,13,40,10,7,15,15,3,0
3204,676,69,15,87513,0,0,20,92,825,301,3,69,4,24,0,2,3,11,1,0
3205,935,28,20,24507,1,0,3,14,32,-6,87,55,9,33,3,1,34,60,8,0
3206,985,72,18,111689,0,0,30,60,1471,674,1,58,1,31,8,1,5,18,2,0
3207,871,39,17,55137,1,1,1,519,19,-4,78,82,1,15,1,0,4,61,8,0
3208,1082,32,16,44051,1,0,2,39,42,-9,81,27,9,43,15,6,16,73,9,0
3209,1005,47,18,67035,0,1,9,4,260,37,38,66,4,26,3,1,15,53,8,0
3210,1069,56,17,80265,0,1,21,83,898,244,9,68,12,19,0,1,15,27,4,0
3211,914,34,17,29346,1,0,3,51,26,-4,82,45,8,35,9,3,34,65,8,0
3212,1190,21,15,25441,0,0,3,44,46,3,35,19,11,26,43,0,26,60,8,0
3213,713,53,19,75599,0,1,12,89,388,112,20,91,0,9,0,0,3,55,6,1
3214,840,60,17,96343,0,1,28,28,1341,652,7,39,0,39,13,9,10,23,2,0
3215,675,66,19,98671,0,0,32,5,1601,590,2,49,3,35,2,11,3,14,3,1
3216,593,51,18,79058,1,1,4,33,74,2,47,72,3,21,1,3,4,59,5,0
3217,798,71,16,95244,0,0,21,0,898,359,2,39,10,43,0,8,34,11,1,0
3218,1159,54,15,83956,0,1,28,73,1341,468,16,77,1,15,4,2,7,59,9,2
3219,925,36,16,37160,1,1,1,141,19,-9,89,44,1,36,10,10,34,48,7,0
3220,1061,48,16,64603,0,1,10,16,302,97,24,66,3,21,8,2,25,45,6,0
3221,959,38,16,57629,1,1,3,25,65,-24,82,65,2,31,1,1,21,63,8,0
3222,652,67,15,85348,0,0,19,31,771,233,5,49,10,36,0,5,15,44,5,0
3223,567,30,17,44371,0,0,1,329,18,3,25,56,18,19,2,5,5,32,3,0
3224,995,29,17,36815,1,1,5,91,46,-11,85,18,2,21,47,12,29,38,4,0
3225,853,53,19,75977,1,0,11,31,338,50,36,51,1,30,5,13,1,50,6,0
3226,1058,76,16,115272,0,0,33,67,1670,768,1,27,18,45,8,1,26,15,1,2
3227,616,22,16,39643,1,0,8,35,217,-26,75,25,7,56,6,6,18,56,8,1
3228,705,57,18,71744,0,1,5,13,117,24,26,60,5,23,6,6,2,39,4,0
3229,1156,43,15,79370,0,1,21,44,896,381,15,50,11,35,0,4,5,62,8,0
3230,1013,40,18,50973,1,0,8,24,217,21,41,71,4,21,3,0,28,55,8,0
3231,816,41,19,60213,1,1,20,17,840,52,40,81,0,18,0,0,1,56,9,0
3232,677,46,18,70413,0,1,7,72,187,36,21,85,2,10,1,2,26,51,5,0
3233,1189,54,18,90505,1,0,33,56,1659,832,7,57,10,23,9,1,3,31,6,0
3234,1160,42,15,75181,1,1,15,51,536,-7,51,43,9,40,2,6,14,63,9,0
3235,607,67,16,103946,0,0,27,37,1275,372,2,18,17,39,16,11,8,14,2,0
3236,1089,21,15,12184,0,0,4,27,50,-1,56,10,8,37,15,30,61,49,8,0
3237,1148,71,19,108041,0,0,35,42,1793,880,2,43,6,41,7,3,1,9,1,0
3238,826,66,17,89032,0,0,22,48,957,508,3,42,1,53,2,2,11,14,2,0
3239,1177,27,18,38665,1,0,1,250,16,0,52,53,3,40,2,2,26,58,7,0
3240,1179,50,20,61446,0,1,13,80,441,38,42,84,1,14,0,0,2,65,9,0
3241,1035,26,17,38337,1,0,9,80,258,-2,52,27,10,51,0,12,8,57,8,0
3242,1130,56,18,75172,0,1,17,37,656,174,17,58,6,15,15,6,11,27,4,0
3243,633,39,16,51712,1,1,5,95,119,-4,55,86,1,12,1,0,28,63,8,1
3244,741,78,18,123004,0,0,42,36,2225,695,2,54,2,39,3,2,1,21,4,2
3245,582,50,19,76139,0,1,9,24,259,117,8,88,0,10,1,1,6,64,7,0
3246,802,48,17,65546,0,1,8,29,218,45,31,56,10,20,9,5,7,42,6,0
3247,795,26,18,24111,1,0,1,521,8,-1,71,59,5,28,4,4,18,67,6,0
3248,1165,31,19,46611,1,0,3,21,65,2,45,77,1,19,1,2,3,67,8,0
3249,654,21,15,19341,1,0,3,6,24,-3,85,10,24,19,24,23,61,72,7,0
3250,869,44,16,59380,1,1,5,27,122,-27,72,71,2,26,0,1,10,47,6,0
3251,848,49,15,91508,0,1,16,49,601,148,22,62,11,14,5,8,13,48,6,0
3252,1137,60,17,94187,0,1,38,61,1985,984,8,70,4,23,3,0,2,24,5,1
3253,1035,47,19,73173,1,0,17,57,657,187,14,47,13,21,12,7,18,37,5,0
3254,575,39,16,52783,0,1,5,14,76,1,49,53,9,24,3,12,7,50,5,0
3255,706,60,18,92326,0,1,19,8,765,293,13,56,4,28,8,4,8,30,3,0
3256,992,50,18,54379,0,1,3,31,66,7,40,65,2,26,5,2,6,59,7,0
3257,897,55,17,70589,0,1,6,73,152,30,17,61,10,15,9,5,4,36,4,0
3258,810,56,19,57025,0,1,4,15,90,-3,54,79,1,15,3,2,0,33,4,0
3259,623,19,13,33881,1,0,4,82,58,-2,59,13,36,11,6,35,25,47,5,0
3260,747,60,15,83928,0,1,10,59,302,21,44,43,3,42,5,7,1,50,6,0
3261,1126,21,15,29463,0,0,3,31,39,3,37,7,25,26,36,6,12,56,6,0
3262,595,41,19,39721,1,0,3,21,23,-3,69,65,4,27,2,2,3,58,5,0
3263,983,77,18,102232,0,0,33,93,1660,977,1,29,16,44,10,0,5,13,2,0
3264,563,34,16,59095,1,0,4,30,91,-3,56,51,0,45,3,1,4,75,8,0
3265,1175,66,20,92245,0,0,31,44,1533,585,3,72,4,18,4,3,2,12,2,0
3266,583,78,15,111333,0,0,23,26,1023,349,1,40,14,28,14,3,40,16,1,1
3267,654,78,18,118826,0,0,36,78,1855,946,1,63,5,22,3,7,3,15,1,1
3268,956,66,15,111072,0,0,35,43,1788,987,2,21,20,36,17,5,2,11,1,0
3269,581,58,15,76512,0,1,15,58,541,91,27,47,12,22,1,19,34,31,5,0
3270,835,43,18,70838,0,0,14,38,497,203,5,41,8,43,8,1,9,38,4,0
3271,689,71,17,114019,0,0,31,97,1538,575,1,53,9,21,6,11,3,11,1,2
3272,790,18,12,42412,1,0,4,83,65,5,30,15,11,16,38,20,16,61,6,0
3273,983,30,19,54685,1,0,1,165,19,-3,75,41,14,33,9,2,17,67,7,0
3274,885,40,17,53761,1,1,4,59,75,-4,56,59,6,29,6,0,36,64,7,0
3275,1134,31,18,49247,1,0,5,28,121,10,37,21,35,37,1,6,23,43,6,0
3276,990,29,18,36600,0,0,4,57,92,22,28,41,14,26,7,13,57,42,7,0
3277,994,42,18,63827,1,1,3,17,65,-9,67,89,0,10,0,1,3,60,8,0
3278,732,77,14,110633,0,0,31,30,1541,887,2,39,18,20,17,5,12,21,2,1
3279,1036,19,13,18917,0,0,4,40,47,4,32,6,17,25,26,26,58,61,6,0
3280,610,48,18,76418,0,1,8,98,221,87,14,83,1,14,0,2,7,52,5,0
3281,752,24,17,41362,0,0,4,11,91,11,21,25,9,32,13,21,19,53,7,0
3282,868,68,16,102337,0,0,32,52,1600,794,1,52,4,29,12,3,7,41,5,0
3283,688,67,17,109421,0,0,32,40,1607,615,1,32,4,45,3,16,11,15,2,0
3284,1051,31,15,45882,1,0,6,62,154,-5,54,34,8,33,2,24,36,75,9,0
3285,996,73,20,112228,0,0,26,84,1209,380,1,78,2,19,0,1,5,11,1,1
3286,1232,31,15,42163,1,0,8,71,217,-4,54,29,7,48,5,11,44,64,8,0
3287,801,42,19,54717,0,1,4,52,91,-9,61,81,1,17,1,1,1,64,8,0
3288,1131,76,18,109435,0,0,39,1,2048,665,0,18,2,54,14,12,2,9,1,0
3289,740,21,15,26152,1,0,2,86,19,-3,82,8,12,46,4,30,23,53,7,0
3290,852,76,14,116651,0,0,28,97,1345,485,1,33,13,34,18,2,7,16,1,1
3291,1165,33,15,39362,1,0,2,43,42,-7,70,35,7,50,6,2,12,59,8,0
3292,941,50,16,84768,0,1,14,27,489,190,10,88,1,10,1,0,5,59,6,0
3293,802,43,17,55672,1,1,4,2,46,-6,70,59,4,30,5,2,7,59,4,0
3294,765,54,15,80360,0,1,13,44,439,48,36,73,2,18,2,5,3,47,5,0
3295,1066,18,12,20050,1,0,3,93,50,-4,65,8,17,22,28,24,52,62,9,0
3296,849,40,15,54256,1,1,5,11,83,-21,71,53,13,22,1,11,42,60,7,0
3297,793,71,16,112374,0,1,23,45,1023,256,14,53,10,25,2,10,1,33,3,0
3298,1048,31,15,39769,1,0,5,69,117,8,41,25,9,49,13,3,51,60,8,1
3299,1224,42,19,67858,1,1,7,83,186,-24,66,76,1,19,2,1,7,48,6,0
3300,978,65,15,102456,0,0,39,10,2046,988,1,52,4,27,15,2,11,10,2,2
3301,1199,43,16,54824,1,1,3,46,56,-12,78,49,1,35,2,13,5,52,6,0
3302,1090,61,14,109300,0,1,31,2,1537,718,4,64,5,12,9,9,17,53,7,1
3303,812,33,15,49874,1,0,1,218,15,1,41,15,3,56,12,14,23,76,8,0
3304,1232,39,18,57510,0,0,15,69,533,206,13,29,9,33,3,26,29,34,6,0
3305,670,77,18,106912,0,0,37,19,1917,823,3,54,7,35,1,2,0,17,3,1
3306,879,45,16,89460,0,1,25,86,1151,315,13,68,4,25,2,1,10,40,5,0
3307,1020,22,16,30808,0,0,5,35,63,7,21,18,9,21,24,28,19,63,6,0
3308,930,37,18,53058,1,0,3,82,45,-2,53,64,2,29,3,2,10,53,5,0
3309,611,20,14,23891,1,0,1,211,11,-1,79,7,11,55,13,15,36,57,5,0
3310,821,64,18,103463,0,0,33,53,1658,542,2,72,2,17,6,4,2,21,3,1
3311,882,64,19,88200,0,1,21,94,887,218,16,71,5,10,5,10,3,35,5,0
3312,667,52,16,77305,0,0,24,70,1079,578,3,97,0,2,0,0,12,51,7,3
3313,730,72,19,111257,0,0,29,89,1400,450,1,37,3,53,3,4,6,19,2,0
3314,652,21,15,40622,1,0,1,408,20,0,46,7,18,43,7,26,26,58,7,0
3315,1228,19,13,29684,1,0,3,52,65,-2,57,5,33,29,19,13,21,67,9,0
3316,624,31,18,48363,1,0,4,80,68,5,40,43,5,45,3,4,14,66,6,0
3317,1133,48,19,76121,0,1,14,82,492,152,15,94,0,5,1,0,1,64,7,1
3318,986,72,15,114814,0,0,40,73,2101,1108,1,19,13,36,13,19,6,12,2,0
3319,1150,76,14,109796,0,0,42,38,2225,772,1,25,24,38,7,6,28,16,3,1
3320,823,71,16,115988,1,0,25,73,1147,458,2,55,14,23,1,7,4,54,5,1
3321,1244,60,18,84562,0,1,17,89,655,30,43,60,5,24,4,7,15,29,5,0
3322,671,35,16,42535,1,1,4,50,36,-13,89,66,1,24,3,5,5,58,6,0
3323,1159,24,14,37942,0,0,7,96,187,26,14,13,1,58,12,16,8,51,8,0
3324,656,66,20,102795,0,0,29,22,1409,554,1,44,4,46,5,2,3,11,1,0
3325,1110,73,14,104054,0,0,35,93,1786,526,1,27,2,31,31,9,1,11,2,0
3326,1006,31,20,41433,1,0,2,16,42,1,47,47,0,38,3,11,6,34,6,0
3327,971,57,16,86210,0,0,29,40,1401,473,7,61,5,27,4,4,11,33,6,1
3328,1167,59,15,99038,0,1,33,22,1664,701,12,46,16,13,11,14,24,32,6,1
3329,672,25,15,27192,1,0,2,60,24,0,50,15,7,61,3,14,20,54,6,0
3330,1008,41,19,63742,1,1,7,23,183,3,47,57,2,39,2,0,24,55,7,0
3331,683,28,19,45759,1,0,1,266,18,-1,61,24,7,52,15,2,3,71,8,0
3332,878,19,13,21580,1,0,4,71,58,-2,57,9,20,28,28,15,78,62,8,0
3333,754,71,16,111527,0,0,31,4,1531,741,1,39,3,45,9,4,2,9,1,1
3334,762,19,13,26707,1,0,5,78,38,-5,81,5,38,28,0,29,44,75,7,0
3335,1215,25,15,23687,0,1,4,17,44,-15,87,33,14,17,28,8,51,33,5,0
3336,906,24,15,40124,0,0,3,19,53,12,8,5,13,54,19,9,32,63,7,0
3337,562,26,17,27277,1,0,4,58,36,0,51,32,6,46,12,4,13,48,4,0
3338,1069,31,19,45742,1,1,3,19,39,-4,67,56,3,35,4,2,10,63,8,0
3339,1162,45,17,55928,0,1,21,17,896,52,42,68,2,26,2,2,4,51,9,0
3340,1212,45,15,62990,0,0,22,89,957,184,26,41,12,31,13,3,15,26,6,0
3341,624,42,18,73912,1,1,11,68,337,8,46,82,0,17,0,0,3,50,6,0
3342,563,54,15,78256,0,1,15,99,550,165,15,82,1,13,2,3,15,46,5,2
3343,562,70,17,111349,0,0,39,31,2039,673,1,52,3,41,3,1,5,11,1,3
3344,1153,24,14,45082,1,0,4,86,89,1,46,5,20,22,26,27,44,49,6,0
3345,837,36,14,39029,1,1,4,18,58,-12,76,48,3,40,4,4,9,39,5,0
3346,850,74,16,102794,0,0,30,74,1469,605,2,32,12,47,3,5,7,12,1,0
3347,854,50,17,52818,0,1,3,36,52,9,33,58,1,33,5,4,11,70,7,0
3348,1134,38,19,41078,1,1,2,74,41,-11,78,59,1,38,0,1,13,63,8,0
3349,972,67,17,106051,0,0,27,49,1284,679,4,54,8,25,4,9,3,34,5,0
3350,794,68,19,108895,0,0,39,71,2040,653,2,57,0,33,9,1,0,14,2,1
3351,809,66,18,86629,0,0,18,61,706,263,4,26,1,55,9,9,6,24,3,0
3352,1248,38,16,50235,1,1,9,92,257,-138,93,43,9,42,1,5,10,44,7,0
3353,1210,23,17,27286,1,0,7,92,181,-21,81,24,7,37,11,21,9,60,9,0
3354,1050,41,19,64076,1,1,3,41,64,-6,59,78,0,20,1,1,9,51,7,0
3355,898,37,17,41110,1,1,2,33,23,-9,86,49,3,31,9,8,29,48,5,0
3356,1216,65,18,74314,0,0,23,22,1009,404,11,54,6,30,3,7,14,10,2,0
3357,1210,38,20,37522,1,1,2,62,40,-2,58,81,1,13,2,2,12,45,7,0
3358,635,73,17,105602,0,0,26,83,1219,721,2,72,3,22,1,2,3,34,3,2
3359,1193,30,16,50107,1,0,6,61,154,5,44,28,23,38,8,3,13,67,8,0
3360,664,22,16,36325,1,0,4,84,57,2,44,12,10,31,4,43,82,61,7,0
3361,1114,61,16,71294,0,1,18,52,718,194,25,61,5,26,3,5,5,37,7,0
3362,719,56,14,78746,1,0,9,77,254,31,30,14,16,44,11,16,5,38,4,0
3363,655,50,17,72090,0,1,2,53,32,7,24,78,2,17,1,2,7,55,3,0
3364,776,45,18,62282,0,1,6,64,149,57,19,86,1,10,2,1,7,62,6,0
3365,617,54,15,81573,0,1,14,70,486,106,17,83,5,6,1,5,45,36,3,1
3366,610,75,18,100566,0,0,33,23,1665,823,1,35,10,36,13,6,5,12,1,1
3367,1099,21,14,27067,0,0,3,78,66,9,37,28,19,22,15,16,12,48,8,0
3368,795,25,18,38274,1,0,4,67,66,-9,70,48,1,35,9,7,6,53,6,0
3369,1159,63,16,77191,0,1,17,68,646,41,40,52,10,28,4,6,5,21,4,0
3370,901,18,12,27837,0,0,8,16,221,46,14,13,25,22,17,23,47,70,9,0
3371,1189,52,18,68603,1,1,16,98,591,-39,58,91,0,7,1,1,3,40,6,0
3372,664,54,20,78699,0,1,19,86,766,250,10,93,0,6,1,0,7,62,8,2
3373,637,59,14,80520,0,1,11,34,347,95,28,55,3,19,14,9,24,27,2,0
3374,782,26,19,47382,1,0,4,71,55,0,49,30,12,44,2,12,14,73,7,0
3375,959,32,18,42761,1,0,2,56,40,-5,67,46,2,47,3,2,31,56,7,1
